Nenner,AVG #Terms,MIN #Terms,MAX #Terms,MIN longest Denominator,MAX longest Denominator,Time
8709,32,2,8708,17418,75837972,7
8710,33,2,8709,26130,75855390,8
8711,32,2,8710,17422,75872810,6
8712,33,3,8711,43560,75890232,9
8713,32,2,8712,17426,75907656,5
8714,32,2,8713,26142,75925082,7
8715,33,2,8714,17430,75942510,9
8716,32,2,8715,26148,75959940,7
8717,32,2,8716,17434,75977372,6
8718,33,3,8717,43590,75994806,8
8719,32,2,8718,17438,76012242,5
8720,33,2,8719,26160,76029680,8
8721,33,2,8720,17442,76047120,7
8722,33,2,8721,26166,76064562,8
8723,33,2,8722,17446,76082006,6
8724,33,2,8723,43620,76099452,8
8725,32,2,8724,17450,76116900,6
8726,32,2,8725,26178,76134350,7
8727,32,2,8726,17454,76151802,7
8728,32,2,8727,26184,76169256,7
8729,33,2,8728,17458,76186712,6
8730,33,3,8729,61110,76204170,9
8731,32,2,8730,17462,76221630,5
8732,33,2,8731,26196,76239092,7
8733,33,2,8732,17466,76256556,7
8734,33,2,8733,26202,76274022,7
8735,32,2,8734,17470,76291490,6
8736,34,3,8735,43680,76308960,10
8737,32,2,8736,17474,76326432,5
8738,33,2,8737,26214,76343906,7
8739,32,2,8738,17478,76361382,7
8740,33,3,8739,26220,76378860,9
8741,32,2,8740,17482,76396340,5
8742,33,2,8741,43710,76413822,9
8743,32,2,8742,17486,76431306,6
8744,32,2,8743,26232,76448792,7
8745,33,2,8744,17490,76466280,8
8746,32,3,8745,26238,76483770,7
8747,32,2,8746,17494,76501262,6
8748,33,2,8747,43740,76518756,8
8749,32,2,8748,17498,76536252,6
8750,33,2,8749,26250,76553750,9
8751,32,2,8750,17502,76571250,7
8752,33,3,8751,26256,76588752,7
8753,32,2,8752,17506,76606256,5
8754,33,2,8753,43770,76623762,8
8755,33,2,8754,17510,76641270,7
8756,33,2,8755,26268,76658780,7
8757,33,2,8756,17514,76676292,7
8758,33,2,8757,26274,76693806,7
8759,32,2,8758,17518,76711322,6
8760,33,3,8759,61320,76728840,10
8761,32,2,8760,17522,76746360,5
8762,33,2,8761,26286,76763882,7
8763,33,2,8762,17526,76781406,7
8764,33,2,8763,26292,76798932,8
8765,32,2,8764,17530,76816460,6
8766,33,2,8765,43830,76833990,8
8767,32,2,8766,17534,76851522,6
8768,33,2,8767,26304,76869056,7
8769,33,2,8768,17538,76886592,7
8770,33,2,8769,26310,76904130,8
8771,32,2,8770,17542,76921670,6
8772,33,2,8771,43860,76939212,9
8773,32,2,8772,17546,76956756,6
8774,33,2,8773,26322,76974302,7
8775,33,2,8774,17550,76991850,8
8776,32,2,8775,26328,77009400,7
8777,32,2,8776,17554,77026952,6
8778,34,3,8777,43890,77044506,10
8779,32,2,8778,17558,77062062,5
8780,33,2,8779,26340,77079620,8
8781,32,2,8780,17562,77097180,7
8782,32,3,8781,26346,77114742,7
8783,32,2,8782,17566,77132306,6
8784,33,2,8783,43920,77149872,9
8785,33,2,8784,17570,77167440,7
8786,33,2,8785,26358,77185010,7
8787,33,2,8786,17574,77202582,7
8788,33,2,8787,26364,77220156,7
8789,33,2,8788,17578,77237732,6
8790,33,2,8789,61530,77255310,9
8791,32,2,8790,17582,77272890,6
8792,33,2,8791,26376,77290472,8
8793,32,2,8792,17586,77308056,7
8794,32,2,8793,26382,77325642,7
8795,32,2,8794,17590,77343230,6
8796,33,2,8795,43980,77360820,8
8797,32,2,8796,17594,77378412,6
8798,33,2,8797,26394,77396006,7
8799,33,2,8798,17598,77413602,7
8800,33,2,8799,26400,77431200,9
8801,32,2,8800,17602,77448800,6
8802,33,3,8801,44010,77466402,8
8803,32,2,8802,17606,77484006,6
8804,33,2,8803,26412,77501612,7
8805,33,2,8804,17610,77519220,8
8806,33,3,8805,26418,77536830,8
8807,32,2,8806,17614,77554442,6
8808,33,2,8807,44040,77572056,8
8809,32,2,8808,17618,77589672,6
8810,33,2,8809,26430,77607290,8
8811,33,2,8810,17622,77624910,7
8812,32,2,8811,26436,77642532,7
8813,32,2,8812,17626,77660156,6
8814,33,2,8813,44070,77677782,9
8815,33,2,8814,17630,77695410,7
8816,33,2,8815,26448,77713040,8
8817,32,2,8816,17634,77730672,7
8818,32,3,8817,26454,77748306,7
8819,32,2,8818,17638,77765942,6
8820,34,3,8819,97020,77783580,11
8821,32,2,8820,17642,77801220,5
8822,33,2,8821,26466,77818862,7
8823,33,2,8822,17646,77836506,7
8824,33,2,8823,26472,77854152,7
8825,33,2,8824,17650,77871800,6
8826,33,2,8825,44130,77889450,8
8827,33,2,8826,17654,77907102,7
8828,32,2,8827,26484,77924756,7
8829,33,2,8828,17658,77942412,7
8830,33,3,8829,26490,77960070,8
8831,32,2,8830,17662,77977730,6
8832,33,2,8831,44160,77995392,9
8833,33,2,8832,17666,78013056,6
8834,33,2,8833,26502,78030722,8
8835,33,2,8834,17670,78048390,8
8836,33,3,8835,26508,78066060,7
8837,32,2,8836,17674,78083732,6
8838,33,3,8837,44190,78101406,8
8839,32,2,8838,17678,78119082,6
8840,34,2,8839,26520,78136760,9
8841,33,2,8840,17682,78154440,8
8842,32,2,8841,26526,78172122,7
8843,32,2,8842,17686,78189806,6
8844,33,2,8843,44220,78207492,9
8845,33,2,8844,17690,78225180,7
8846,32,2,8845,26538,78242870,7
8847,33,2,8846,17694,78260562,7
8848,33,3,8847,26544,78278256,8
8849,32,2,8848,17698,78295952,6
8850,33,2,8849,61950,78313650,10
8851,32,2,8850,17702,78331350,6
8852,32,2,8851,26556,78349052,7
8853,33,2,8852,17706,78366756,7
8854,33,2,8853,26562,78384462,7
8855,33,2,8854,17710,78402170,8
8856,33,2,8855,44280,78419880,9
8857,32,2,8856,17714,78437592,6
8858,33,2,8857,26574,78455306,7
8859,32,2,8858,17718,78473022,7
8860,33,3,8859,26580,78490740,8
8861,32,2,8860,17722,78508460,6
8862,33,3,8861,44310,78526182,9
8863,32,2,8862,17726,78543906,6
8864,33,2,8863,26592,78561632,7
8865,33,2,8864,17730,78579360,8
8866,33,3,8865,26598,78597090,8
8867,32,2,8866,17734,78614822,6
8868,33,2,8867,44340,78632556,8
8869,33,2,8868,17738,78650292,6
8870,33,2,8869,26610,78668030,8
8871,32,2,8870,17742,78685770,7
8872,33,2,8871,26616,78703512,7
8873,32,2,8872,17746,78721256,6
8874,33,2,8873,44370,78739002,9
8875,33,2,8874,17750,78756750,6
8876,33,2,8875,26628,78774500,8
8877,33,2,8876,17754,78792252,7
8878,33,2,8877,26634,78810006,7
8879,32,2,8878,17758,78827762,6
8880,34,2,8879,62160,78845520,10
8881,32,2,8880,17762,78863280,6
8882,32,2,8881,26646,78881042,7
8883,33,2,8882,17766,78898806,8
8884,32,2,8883,26652,78916572,7
8885,32,2,8884,17770,78934340,6
8886,33,3,8885,44430,78952110,8
8887,32,2,8886,17774,78969882,6
8888,33,2,8887,26664,78987656,8
8889,32,2,8888,17778,79005432,7
8890,33,2,8889,26670,79023210,9
8891,32,2,8890,17782,79040990,6
8892,34,3,8891,44460,79058772,10
8893,32,2,8892,17786,79076556,6
8894,32,2,8893,26682,79094342,7
8895,33,2,8894,17790,79112130,8
8896,33,2,8895,26688,79129920,7
8897,33,2,8896,17794,79147712,7
8898,33,2,8897,44490,79165506,8
8899,32,2,8898,17798,79183302,6
8900,33,2,8899,26700,79201100,8
8901,33,2,8900,17802,79218900,7
8902,32,2,8901,26706,79236702,7
8903,32,2,8902,17806,79254506,6
8904,33,2,8903,44520,79272312,10
8905,33,2,8904,17810,79290120,7
8906,33,2,8905,26718,79307930,7
8907,32,2,8906,17814,79325742,7
8908,33,2,8907,26724,79343556,7
8909,32,2,8908,17818,79361372,6
8910,34,2,8909,62370,79379190,10
8911,33,2,8910,17822,79397010,7
8912,33,2,8911,26736,79414832,7
8913,32,2,8912,17826,79432656,7
8914,32,2,8913,26742,79450482,7
8915,32,2,8914,17830,79468310,6
8916,33,2,8915,44580,79486140,8
8917,32,2,8916,17834,79503972,6
8918,33,2,8917,26754,79521806,8
8919,33,2,8918,17838,79539642,7
8920,33,2,8919,26760,79557480,8
8921,32,2,8920,17842,79575320,6
8922,33,3,8921,44610,79593162,8
8923,32,2,8922,17846,79611006,6
8924,33,2,8923,26772,79628852,7
8925,34,2,8924,17850,79646700,9
8926,32,2,8925,26778,79664550,7
8927,32,2,8926,17854,79682402,6
8928,33,3,8927,44640,79700256,9
8929,32,2,8928,17858,79718112,6
8930,33,2,8929,26790,79735970,8
8931,33,2,8930,17862,79753830,7
8932,33,3,8931,26796,79771692,9
8933,32,2,8932,17866,79789556,6
8934,33,2,8933,44670,79807422,8
8935,32,2,8934,17870,79825290,6
8936,33,2,8935,26808,79843160,7
8937,33,2,8936,17874,79861032,7
8938,33,2,8937,26814,79878906,7
8939,32,2,8938,17878,79896782,6
8940,33,3,8939,62580,79914660,10
8941,32,2,8940,17882,79932540,6
8942,33,2,8941,26826,79950422,7
8943,33,2,8942,17886,79968306,7
8944,33,2,8943,26832,79986192,8
8945,32,2,8944,17890,80004080,6
8946,33,2,8945,44730,80021970,9
8947,32,2,8946,17894,80039862,6
8948,33,2,8947,26844,80057756,7
8949,33,2,8948,17898,80075652,7
8950,33,3,8949,26850,80093550,8
8951,32,2,8950,17902,80111450,6
8952,33,2,8951,44760,80129352,8
8953,32,2,8952,17906,80147256,6
8954,33,2,8953,26862,80165162,8
8955,33,2,8954,17910,80183070,8
8956,33,2,8955,26868,80200980,7
8957,33,2,8956,17914,80218892,6
8958,33,2,8957,44790,80236806,8
8959,33,2,8958,17918,80254722,6
8960,33,2,8959,26880,80272640,9
8961,33,2,8960,17922,80290560,7
8962,32,3,8961,26886,80308482,7
8963,32,2,8962,17926,80326406,6
8964,33,2,8963,44820,80344332,9
8965,33,2,8964,17930,80362260,7
8966,32,2,8965,26898,80380190,7
8967,33,2,8966,17934,80398122,8
8968,33,3,8967,26904,80416056,7
8969,32,2,8968,17938,80433992,6
8970,34,3,8969,62790,80451930,10
8971,32,2,8970,17942,80469870,5
8972,33,2,8971,26916,80487812,7
8973,33,2,8972,17946,80505756,7
8974,33,2,8973,26922,80523702,8
8975,33,2,8974,17950,80541650,6
8976,34,2,8975,44880,80559600,9
8977,32,2,8976,17954,80577552,6
8978,33,2,8977,26934,80595506,7
8979,33,2,8978,17958,80613462,7
8980,33,2,8979,26940,80631420,8
8981,32,2,8980,17962,80649380,6
8982,33,2,8981,44910,80667342,8
8983,32,2,8982,17966,80685306,6
8984,33,2,8983,26952,80703272,7
8985,33,2,8984,17970,80721240,8
8986,32,2,8985,26958,80739210,7
8987,33,2,8986,17974,80757182,6
8988,33,2,8987,44940,80775156,9
8989,32,2,8988,17978,80793132,6
8990,33,2,8989,26970,80811110,8
8991,33,2,8990,17982,80829090,7
8992,33,2,8991,26976,80847072,7
8993,33,2,8992,17986,80865056,6
8994,33,2,8993,44970,80883042,8
8995,33,2,8994,17990,80901030,7
8996,33,2,8995,26988,80919020,7
8997,32,2,8996,17994,80937012,7
8998,33,3,8997,26994,80955006,7
8999,32,2,8998,17998,80973002,6
9000,34,3,8999,63000,80991000,10
