Nenner,AVG #Terms,MIN #Terms,MAX #Terms,MIN longest Denominator,MAX longest Denominator,Time
9166,33,2,9165,27498,84006390,7
9167,32,2,9166,18334,84024722,6
9168,33,2,9167,45840,84043056,9
9169,33,2,9168,18338,84061392,6
9170,33,2,9169,27510,84079730,9
9171,33,2,9170,18342,84098070,7
9172,33,3,9171,27516,84116412,7
9173,32,2,9172,18346,84134756,6
9174,33,2,9173,45870,84153102,9
9175,33,2,9174,18350,84171450,7
9176,33,2,9175,27528,84189800,8
9177,34,2,9176,18354,84208152,8
9178,33,2,9177,27534,84226506,7
9179,33,2,9178,18358,84244862,6
9180,34,3,9179,64260,84263220,11
9181,32,2,9180,18362,84281580,6
9182,33,2,9181,27546,84299942,7
9183,33,2,9182,18366,84318306,7
9184,33,2,9183,27552,84336672,8
9185,33,2,9184,18370,84355040,7
9186,33,3,9185,45930,84373410,8
9187,32,2,9186,18374,84391782,6
9188,33,2,9187,27564,84410156,7
9189,33,2,9188,18378,84428532,7
9190,33,2,9189,27570,84446910,8
9191,33,2,9190,18382,84465290,7
9192,33,2,9191,45960,84483672,9
9193,33,2,9192,18386,84502056,6
9194,33,2,9193,27582,84520442,7
9195,33,2,9194,18390,84538830,8
9196,33,2,9195,27588,84557220,8
9197,33,2,9196,18394,84575612,6
9198,34,3,9197,45990,84594006,10
9199,32,2,9198,18398,84612402,6
9200,34,2,9199,27600,84630800,9
9201,33,2,9200,18402,84649200,7
9202,33,3,9201,27606,84667602,7
9203,32,2,9202,18406,84686006,6
9204,34,2,9203,46020,84704412,9
9205,33,2,9204,18410,84722820,7
9206,33,2,9205,27618,84741230,7
9207,33,2,9206,18414,84759642,8
9208,33,3,9207,27624,84778056,7
9209,32,2,9208,18418,84796472,6
9210,33,2,9209,64470,84814890,10
9211,33,2,9210,18422,84833310,6
9212,33,2,9211,27636,84851732,8
9213,33,2,9212,18426,84870156,7
9214,33,2,9213,27642,84888582,7
9215,33,2,9214,18430,84907010,7
9216,33,2,9215,46080,84925440,9
9217,33,2,9216,18434,84943872,6
9218,33,2,9217,27654,84962306,8
9219,33,2,9218,18438,84980742,8
9220,33,3,9219,27660,84999180,8
9221,32,2,9220,18442,85017620,6
9222,33,2,9221,46110,85036062,9
9223,33,2,9222,18446,85054506,6
9224,33,2,9223,27672,85072952,7
9225,33,2,9224,18450,85091400,8
9226,33,3,9225,27678,85109850,8
9227,32,2,9226,18454,85128302,6
9228,33,2,9227,46140,85146756,9
9229,33,2,9228,18458,85165212,6
9230,33,2,9229,27690,85183670,9
9231,33,2,9230,18462,85202130,7
9232,33,2,9231,27696,85220592,7
9233,33,2,9232,18466,85239056,6
9234,33,2,9233,46170,85257522,9
9235,33,2,9234,18470,85275990,7
9236,33,2,9235,27708,85294460,7
9237,33,2,9236,18474,85312932,7
9238,33,3,9237,27714,85331406,7
9239,32,2,9238,18478,85349882,6
9240,34,3,9239,120120,85368360,12
9241,32,2,9240,18482,85386840,6
9242,33,2,9241,27726,85405322,7
9243,33,2,9242,18486,85423806,8
9244,33,2,9243,27732,85442292,7
9245,33,2,9244,18490,85460780,7
9246,33,2,9245,46230,85479270,9
9247,33,2,9246,18494,85497762,6
9248,33,2,9247,27744,85516256,8
9249,33,2,9248,18498,85534752,7
9250,33,2,9249,27750,85553250,8
9251,33,2,9250,18502,85571750,6
9252,33,2,9251,46260,85590252,9
9253,33,2,9252,18506,85608756,6
9254,33,2,9253,27762,85627262,8
9255,33,2,9254,18510,85645770,8
9256,33,3,9255,27768,85664280,8
9257,32,2,9256,18514,85682792,6
9258,33,2,9257,46290,85701306,9
9259,33,2,9258,18518,85719822,6
9260,33,2,9259,27780,85738340,8
9261,33,2,9260,18522,85756860,8
9262,33,2,9261,27786,85775382,8
9263,33,2,9262,18526,85793906,6
9264,33,2,9263,46320,85812432,9
9265,33,2,9264,18530,85830960,7
9266,33,2,9265,27798,85849490,7
9267,33,2,9266,18534,85868022,7
9268,33,2,9267,27804,85886556,8
9269,33,2,9268,18538,85905092,7
9270,34,2,9269,64890,85923630,10
9271,33,2,9270,18542,85942170,6
9272,33,2,9271,27816,85960712,8
9273,33,2,9272,18546,85979256,8
9274,33,2,9273,27822,85997802,7
9275,33,2,9274,18550,86016350,8
9276,33,3,9275,46380,86034900,9
9277,32,2,9276,18554,86053452,6
9278,33,2,9277,27834,86072006,7
9279,33,2,9278,18558,86090562,7
9280,34,3,9279,27840,86109120,9
9281,32,2,9280,18562,86127680,6
9282,34,3,9281,46410,86146242,11
9283,32,2,9282,18566,86164806,6
9284,33,2,9283,27852,86183372,8
9285,33,2,9284,18570,86201940,8
9286,33,2,9285,27858,86220510,7
9287,33,2,9286,18574,86239082,6
9288,34,2,9287,46440,86257656,9
9289,33,2,9288,18578,86276232,6
9290,33,2,9289,27870,86294810,8
9291,33,2,9290,18582,86313390,7
9292,33,3,9291,27876,86331972,8
9293,32,2,9292,18586,86350556,6
9294,33,2,9293,46470,86369142,9
9295,33,2,9294,18590,86387730,8
9296,33,2,9295,27888,86406320,8
9297,33,2,9296,18594,86424912,7
9298,33,2,9297,27894,86443506,7
9299,33,2,9298,18598,86462102,6
9300,34,2,9299,65100,86480700,10
9301,33,2,9300,18602,86499300,6
9302,33,2,9301,27906,86517902,7
9303,33,2,9302,18606,86536506,8
9304,33,2,9303,27912,86555112,7
9305,33,2,9304,18610,86573720,7
9306,34,2,9305,46530,86592330,10
9307,33,2,9306,18614,86610942,6
9308,33,2,9307,27924,86629556,8
9309,33,2,9308,18618,86648172,7
9310,34,3,9309,27930,86666790,10
9311,32,2,9310,18622,86685410,6
9312,33,2,9311,46560,86704032,9
9313,33,2,9312,18626,86722656,6
9314,33,2,9313,27942,86741282,7
9315,34,2,9314,18630,86759910,8
9316,33,2,9315,27948,86778540,8
9317,33,2,9316,18634,86797172,7
9318,33,3,9317,46590,86815806,9
9319,32,2,9318,18638,86834442,6
9320,33,2,9319,27960,86853080,9
9321,33,2,9320,18642,86871720,7
9322,33,3,9321,27966,86890362,7
9323,32,2,9322,18646,86909006,6
9324,34,2,9323,46620,86927652,10
9325,33,2,9324,18650,86946300,7
9326,33,2,9325,27978,86964950,7
9327,33,2,9326,18654,86983602,7
9328,33,2,9327,27984,87002256,8
9329,33,2,9328,18658,87020912,6
9330,33,2,9329,65310,87039570,10
9331,33,2,9330,18662,87058230,7
9332,33,2,9331,27996,87076892,7
9333,33,2,9332,18666,87095556,8
9334,33,2,9333,28002,87114222,8
9335,33,2,9334,18670,87132890,7
9336,33,3,9335,46680,87151560,9
9337,32,2,9336,18674,87170232,6
9338,34,2,9337,28014,87188906,9
9339,33,2,9338,18678,87207582,8
9340,33,3,9339,28020,87226260,8
9341,32,2,9340,18682,87244940,6
9342,33,3,9341,46710,87263622,9
9343,32,2,9342,18686,87282306,6
9344,33,2,9343,28032,87300992,8
9345,34,2,9344,18690,87319680,9
9346,33,2,9345,28038,87338370,7
9347,33,2,9346,18694,87357062,6
9348,34,3,9347,46740,87375756,10
9349,32,2,9348,18698,87394452,6
9350,34,2,9349,28050,87413150,9
9351,33,2,9350,18702,87431850,7
9352,33,2,9351,28056,87450552,8
9353,33,2,9352,18706,87469256,6
9354,33,2,9353,46770,87487962,9
9355,33,2,9354,18710,87506670,7
9356,33,2,9355,28068,87525380,7
9357,33,2,9356,18714,87544092,7
9358,33,2,9357,28074,87562806,7
9359,33,2,9358,18718,87581522,7
9360,34,2,9359,65520,87600240,11
9361,33,2,9360,18722,87618960,7
9362,33,2,9361,28086,87637682,8
9363,33,2,9362,18726,87656406,7
9364,33,2,9363,28092,87675132,7
9365,33,2,9364,18730,87693860,7
9366,33,2,9365,46830,87712590,10
9367,33,2,9366,18734,87731322,7
9368,33,2,9367,28104,87750056,7
9369,33,2,9368,18738,87768792,7
9370,33,3,9369,28110,87787530,8
9371,32,2,9370,18742,87806270,6
9372,34,2,9371,46860,87825012,10
9373,33,2,9372,18746,87843756,7
9374,33,2,9373,28122,87862502,7
9375,33,2,9374,18750,87881250,8
9376,33,3,9375,28128,87900000,7
9377,32,2,9376,18754,87918752,6
9378,33,2,9377,46890,87937506,9
9379,33,2,9378,18758,87956262,6
9380,34,2,9379,28140,87975020,10
9381,33,2,9380,18762,87993780,7
9382,33,2,9381,28146,88012542,7
9383,33,2,9382,18766,88031306,6
9384,34,2,9383,46920,88050072,10
9385,33,2,9384,18770,88068840,7
9386,33,2,9385,28158,88087610,8
9387,33,2,9386,18774,88106382,8
9388,33,2,9387,28164,88125156,7
9389,33,2,9388,18778,88143932,6
9390,34,3,9389,65730,88162710,10
9391,32,2,9390,18782,88181490,6
9392,33,2,9391,28176,88200272,7
9393,33,2,9392,18786,88219056,7
9394,34,2,9393,28182,88237842,9
9395,33,2,9394,18790,88256630,7
9396,34,3,9395,46980,88275420,9
9397,32,2,9396,18794,88294212,6
9398,33,2,9397,28194,88313006,7
9399,33,2,9398,18798,88331802,7
9400,34,2,9399,28200,88350600,9
9401,33,2,9400,18802,88369400,7
9402,33,3,9401,47010,88388202,9
9403,32,2,9402,18806,88407006,6
9404,33,2,9403,28212,88425812,7
9405,34,2,9404,18810,88444620,9
9406,33,2,9405,28218,88463430,7
9407,33,2,9406,18814,88482242,6
9408,34,2,9407,47040,88501056,10
9409,33,2,9408,18818,88519872,6
9410,33,2,9409,28230,88538690,8
9411,33,2,9410,18822,88557510,7
9412,33,3,9411,28236,88576332,8
9413,32,2,9412,18826,88595156,6
9414,33,2,9413,47070,88613982,9
9415,33,2,9414,18830,88632810,7
9416,33,2,9415,28248,88651640,8
9417,33,2,9416,18834,88670472,7
9418,33,3,9417,28254,88689306,7
9419,32,2,9418,18838,88708142,6
9420,34,3,9419,65940,88726980,10
9421,32,2,9420,18842,88745820,6
9422,33,2,9421,28266,88764662,8
9423,33,2,9422,18846,88783506,7
9424,33,2,9423,28272,88802352,8
9425,33,2,9424,18850,88821200,7
9426,33,2,9425,47130,88840050,9
9427,33,2,9426,18854,88858902,6
9428,33,2,9427,28284,88877756,7
9429,33,2,9428,18858,88896612,8
9430,34,3,9429,28290,88915470,9
9431,32,2,9430,18862,88934330,6
9432,34,3,9431,47160,88953192,9
9433,32,2,9432,18866,88972056,6
9434,33,2,9433,28302,88990922,7
9435,34,2,9434,18870,89009790,9
9436,33,3,9435,28308,89028660,8
9437,32,2,9436,18874,89047532,6
9438,34,3,9437,47190,89066406,10
9439,32,2,9438,18878,89085282,6
9440,34,2,9439,28320,89104160,9
9441,33,2,9440,18882,89123040,7
9442,33,2,9441,28326,89141922,7
9443,33,2,9442,18886,89160806,7
9444,33,2,9443,47220,89179692,9
9445,33,2,9444,18890,89198580,7
9446,33,2,9445,28338,89217470,7
9447,33,2,9446,18894,89236362,7
9448,33,2,9447,28344,89255256,7
9449,33,2,9448,18898,89274152,6
9450,34,2,9449,103950,89293050,11
9451,33,2,9450,18902,89311950,6
9452,33,2,9451,28356,89330852,8
9453,33,2,9452,18906,89349756,7
9454,33,2,9453,28362,89368662,7
9455,33,2,9454,18910,89387570,7
9456,33,2,9455,47280,89406480,9
9457,33,2,9456,18914,89425392,6
9458,33,2,9457,28374,89444306,7
9459,33,2,9458,18918,89463222,7
9460,34,3,9459,28380,89482140,9
9461,32,2,9460,18922,89501060,6
9462,34,3,9461,47310,89519982,9
9463,32,2,9462,18926,89538906,6
9464,34,2,9463,28392,89557832,9
9465,33,2,9464,18930,89576760,8
9466,33,3,9465,28398,89595690,7
9467,32,2,9466,18934,89614622,6
9468,33,2,9467,47340,89633556,9
9469,33,2,9468,18938,89652492,6
9470,33,2,9469,28410,89671430,8
9471,34,2,9470,18942,89690370,9
9472,33,3,9471,28416,89709312,7
9473,32,2,9472,18946,89728256,6
9474,33,2,9473,47370,89747202,9
9475,33,2,9474,18950,89766150,7
9476,33,2,9475,28428,89785100,8
9477,33,2,9476,18954,89804052,7
9478,33,3,9477,28434,89823006,8
9479,32,2,9478,18958,89841962,6
9480,34,2,9479,66360,89860920,10
9481,33,2,9480,18962,89879880,6
9482,33,2,9481,28446,89898842,8
9483,33,2,9482,18966,89917806,7
9484,33,2,9483,28452,89936772,7
9485,33,2,9484,18970,89955740,7
9486,34,2,9485,47430,89974710,9
9487,33,2,9486,18974,89993682,6
9488,33,2,9487,28464,90012656,7
9489,33,2,9488,18978,90031632,7
9490,34,3,9489,28470,90050610,9
9491,32,2,9490,18982,90069590,6
9492,34,2,9491,47460,90088572,10
9493,33,2,9492,18986,90107556,6
9494,33,2,9493,28482,90126542,7
9495,33,2,9494,18990,90145530,8
9496,33,3,9495,28488,90164520,7
9497,32,2,9496,18994,90183512,6
9498,33,2,9497,47490,90202506,9
9499,33,2,9498,18998,90221502,7
9500,34,2,9499,28500,90240500,9
