Nenner,AVG #Terms,MIN #Terms,MAX #Terms,MIN longest Denominator,MAX longest Denominator,Time
8165,32,2,8164,16330,66659060,6
8166,32,3,8165,40830,66675390,8
8167,31,2,8166,16334,66691722,5
8168,32,2,8167,24504,66708056,7
8169,32,2,8168,16338,66724392,7
8170,33,3,8169,24510,66740730,8
8171,32,2,8170,16342,66757070,5
8172,33,2,8171,40860,66773412,8
8173,32,2,8172,16346,66789756,6
8174,32,2,8173,24522,66806102,7
8175,32,2,8174,16350,66822450,7
8176,33,2,8175,24528,66838800,7
8177,32,2,8176,16354,66855152,6
8178,33,3,8177,40890,66871506,8
8179,32,2,8178,16358,66887862,5
8180,32,2,8179,24540,66904220,8
8181,32,2,8180,16362,66920580,6
8182,32,2,8181,24546,66936942,6
8183,32,2,8182,16366,66953306,6
8184,33,2,8183,40920,66969672,9
8185,32,2,8184,16370,66986040,6
8186,32,2,8185,24558,67002410,6
8187,32,2,8186,16374,67018782,6
8188,32,2,8187,24564,67035156,7
8189,32,2,8188,16378,67051532,5
8190,33,3,8189,90090,67067910,10
8191,32,2,8190,16382,67084290,5
8192,32,2,8191,24576,67100672,7
8193,32,2,8192,16386,67117056,6
8194,32,2,8193,24582,67133442,7
8195,32,2,8194,16390,67149830,6
8196,32,2,8195,40980,67166220,8
8197,32,2,8196,16394,67182612,6
8198,32,2,8197,24594,67199006,6
8199,32,2,8198,16398,67215402,6
8200,33,2,8199,24600,67231800,8
8201,32,2,8200,16402,67248200,5
8202,32,2,8201,41010,67264602,8
8203,32,2,8202,16406,67281006,6
8204,32,2,8203,24612,67297412,7
8205,32,2,8204,16410,67313820,7
8206,32,2,8205,24618,67330230,7
8207,32,2,8206,16414,67346642,5
8208,33,3,8207,41040,67363056,8
8209,32,2,8208,16418,67379472,5
8210,32,2,8209,24630,67395890,7
8211,33,2,8210,16422,67412310,8
8212,32,2,8211,24636,67428732,6
8213,32,2,8212,16426,67445156,5
8214,32,2,8213,41070,67461582,8
8215,32,2,8214,16430,67478010,6
8216,33,2,8215,24648,67494440,7
8217,33,2,8216,16434,67510872,7
8218,32,3,8217,24654,67527306,7
8219,32,2,8218,16438,67543742,5
8220,33,3,8219,57540,67560180,9
8221,32,2,8220,16442,67576620,5
8222,32,2,8221,24666,67593062,6
8223,32,2,8222,16446,67609506,6
8224,32,2,8223,24672,67625952,7
8225,33,2,8224,16450,67642400,7
8226,32,2,8225,41130,67658850,8
8227,32,2,8226,16454,67675302,5
8228,33,2,8227,24684,67691756,7
8229,32,2,8228,16458,67708212,7
8230,32,3,8229,24690,67724670,7
8231,32,2,8230,16462,67741130,5
8232,33,3,8231,41160,67757592,9
8233,32,2,8232,16466,67774056,5
8234,32,2,8233,24702,67790522,7
8235,33,2,8234,16470,67806990,7
8236,32,3,8235,24708,67823460,7
8237,32,2,8236,16474,67839932,5
8238,32,2,8237,41190,67856406,8
8239,32,2,8238,16478,67872882,6
8240,33,2,8239,24720,67889360,8
8241,32,2,8240,16482,67905840,6
8242,32,3,8241,24726,67922322,7
8243,32,2,8242,16486,67938806,5
8244,33,2,8243,41220,67955292,8
8245,32,2,8244,16490,67971780,6
8246,33,2,8245,24738,67988270,8
8247,32,2,8246,16494,68004762,6
8248,32,2,8247,24744,68021256,7
8249,32,2,8248,16498,68037752,5
8250,33,2,8249,57750,68054250,9
8251,32,2,8250,16502,68070750,5
8252,32,2,8251,24756,68087252,7
8253,33,2,8252,16506,68103756,7
8254,32,2,8253,24762,68120262,6
8255,32,2,8254,16510,68136770,6
8256,33,2,8255,41280,68153280,8
8257,32,2,8256,16514,68169792,5
8258,32,2,8257,24774,68186306,6
8259,32,2,8258,16518,68202822,6
8260,33,2,8259,24780,68219340,8
8261,32,2,8260,16522,68235860,6
8262,33,3,8261,41310,68252382,8
8263,32,2,8262,16526,68268906,5
8264,32,2,8263,24792,68285432,7
8265,33,2,8264,16530,68301960,8
8266,32,2,8265,24798,68318490,6
8267,32,2,8266,16534,68335022,6
8268,33,3,8267,41340,68351556,9
8269,32,2,8268,16538,68368092,5
8270,32,2,8269,24810,68384630,7
8271,32,2,8270,16542,68401170,6
8272,33,3,8271,24816,68417712,7
8273,32,2,8272,16546,68434256,5
8274,33,2,8273,41370,68450802,9
8275,32,2,8274,16550,68467350,6
8276,32,2,8275,24828,68483900,7
8277,32,2,8276,16554,68500452,7
8278,32,2,8277,24834,68517006,6
8279,32,2,8278,16558,68533562,6
8280,33,2,8279,57960,68550120,10
8281,32,2,8280,16562,68566680,6
8282,32,2,8281,24846,68583242,7
8283,32,2,8282,16566,68599806,7
8284,32,2,8283,24852,68616372,7
8285,32,2,8284,16570,68632940,6
8286,32,3,8285,41430,68649510,8
8287,32,2,8286,16574,68666082,5
8288,33,2,8287,24864,68682656,8
8289,32,2,8288,16578,68699232,6
8290,32,3,8289,24870,68715810,7
8291,32,2,8290,16582,68732390,5
8292,32,3,8291,41460,68748972,8
8293,32,2,8292,16586,68765556,5
8294,33,2,8293,24882,68782142,8
8295,33,2,8294,16590,68798730,8
8296,33,3,8295,24888,68815320,7
8297,32,2,8296,16594,68831912,5
8298,32,2,8297,41490,68848506,8
8299,32,2,8298,16598,68865102,5
8300,33,2,8299,24900,68881700,8
8301,32,2,8300,16602,68898300,6
8302,32,2,8301,24906,68914902,7
8303,32,2,8302,16606,68931506,6
8304,33,2,8303,41520,68948112,8
8305,32,2,8304,16610,68964720,6
8306,32,2,8305,24918,68981330,6
8307,33,2,8306,16614,68997942,7
8308,32,2,8307,24924,69014556,7
8309,32,2,8308,16618,69031172,6
8310,33,3,8309,58170,69047790,9
8311,32,2,8310,16622,69064410,5
8312,32,2,8311,24936,69081032,7
8313,32,2,8312,16626,69097656,7
8314,32,2,8313,24942,69114282,7
8315,32,2,8314,16630,69130910,6
8316,33,3,8315,41580,69147540,10
8317,32,2,8316,16634,69164172,5
8318,32,2,8317,24954,69180806,6
8319,32,2,8318,16638,69197442,7
8320,33,2,8319,24960,69214080,8
8321,32,2,8320,16642,69230720,5
8322,33,2,8321,41610,69247362,8
8323,32,2,8322,16646,69264006,6
8324,32,2,8323,24972,69280652,7
8325,33,2,8324,16650,69297300,7
8326,32,2,8325,24978,69313950,7
8327,32,2,8326,16654,69330602,6
8328,33,3,8327,41640,69347256,8
8329,32,2,8328,16658,69363912,5
8330,33,2,8329,24990,69380570,9
8331,32,2,8330,16662,69397230,6
8332,32,2,8331,24996,69413892,7
8333,32,2,8332,16666,69430556,6
8334,32,2,8333,41670,69447222,8
8335,32,2,8334,16670,69463890,6
8336,32,2,8335,25008,69480560,7
8337,32,2,8336,16674,69497232,7
8338,32,2,8337,25014,69513906,7
8339,32,2,8338,16678,69530582,5
8340,33,2,8339,58380,69547260,9
8341,32,2,8340,16682,69563940,5
8342,32,2,8341,25026,69580622,7
8343,32,2,8342,16686,69597306,6
8344,33,2,8343,25032,69613992,7
8345,32,2,8344,16690,69630680,6
8346,33,2,8345,41730,69647370,8
8347,32,2,8346,16694,69664062,6
8348,32,2,8347,25044,69680756,7
8349,33,2,8348,16698,69697452,7
8350,33,2,8349,25050,69714150,7
8351,32,2,8350,16702,69730850,6
8352,33,3,8351,41760,69747552,8
8353,32,2,8352,16706,69764256,5
8354,32,2,8353,25062,69780962,7
8355,32,2,8354,16710,69797670,7
8356,32,2,8355,25068,69814380,7
8357,32,2,8356,16714,69831092,5
8358,33,2,8357,41790,69847806,9
8359,32,2,8358,16718,69864522,6
8360,33,2,8359,25080,69881240,9
8361,32,2,8360,16722,69897960,6
8362,32,3,8361,25086,69914682,7
8363,32,2,8362,16726,69931406,5
8364,33,2,8363,41820,69948132,9
8365,33,2,8364,16730,69964860,7
8366,32,2,8365,25098,69981590,7
8367,32,2,8366,16734,69998322,6
8368,32,3,8367,25104,70015056,7
8369,32,2,8368,16738,70031792,5
8370,33,2,8369,58590,70048530,9
8371,32,2,8370,16742,70065270,6
8372,33,2,8371,25116,70082012,8
8373,32,2,8372,16746,70098756,6
8374,32,2,8373,25122,70115502,7
8375,32,2,8374,16750,70132250,6
8376,33,3,8375,41880,70149000,8
8377,32,2,8376,16754,70165752,5
8378,32,2,8377,25134,70182506,7
8379,33,2,8378,16758,70199262,8
8380,33,2,8379,25140,70216020,8
8381,32,2,8380,16762,70232780,6
8382,33,2,8381,41910,70249542,9
8383,32,2,8382,16766,70266306,5
8384,32,2,8383,25152,70283072,7
8385,33,2,8384,16770,70299840,8
8386,32,3,8385,25158,70316610,7
8387,32,2,8386,16774,70333382,5
8388,33,3,8387,41940,70350156,8
8389,32,2,8388,16778,70366932,5
8390,32,2,8389,25170,70383710,7
8391,32,2,8390,16782,70400490,6
8392,32,2,8391,25176,70417272,7
8393,33,2,8392,16786,70434056,6
8394,32,2,8393,41970,70450842,8
8395,32,2,8394,16790,70467630,6
8396,32,2,8395,25188,70484420,7
8397,32,2,8396,16794,70501212,6
8398,33,2,8397,25194,70518006,8
8399,32,2,8398,16798,70534802,5
8400,33,2,8399,92400,70551600,10
8401,32,2,8400,16802,70568400,5
8402,32,2,8401,25206,70585202,7
8403,32,2,8402,16806,70602006,6
8404,33,2,8403,25212,70618812,7
8405,32,2,8404,16810,70635620,6
8406,33,2,8405,42030,70652430,8
8407,32,2,8406,16814,70669242,6
8408,32,2,8407,25224,70686056,7
8409,32,2,8408,16818,70702872,6
8410,33,2,8409,25230,70719690,8
8411,32,2,8410,16822,70736510,6
8412,33,2,8411,42060,70753332,8
8413,32,2,8412,16826,70770156,5
8414,32,2,8413,25242,70786982,7
8415,33,2,8414,16830,70803810,8
8416,32,2,8415,25248,70820640,7
8417,32,2,8416,16834,70837472,6
8418,33,3,8417,42090,70854306,8
8419,32,2,8418,16838,70871142,5
8420,33,2,8419,25260,70887980,8
8421,32,2,8420,16842,70904820,7
8422,32,3,8421,25266,70921662,6
8423,32,2,8422,16846,70938506,5
8424,33,2,8423,42120,70955352,9
8425,32,2,8424,16850,70972200,6
8426,32,2,8425,25278,70989050,7
8427,32,2,8426,16854,71005902,7
8428,33,3,8427,25284,71022756,8
8429,32,2,8428,16858,71039612,5
8430,33,3,8429,59010,71056470,9
8431,32,2,8430,16862,71073330,5
8432,33,2,8431,25296,71090192,7
8433,32,2,8432,16866,71107056,6
8434,32,2,8433,25302,71123922,6
8435,33,2,8434,16870,71140790,7
8436,33,2,8435,42180,71157660,9
8437,33,2,8436,16874,71174532,6
8438,32,2,8437,25314,71191406,7
8439,32,2,8438,16878,71208282,7
8440,33,2,8439,25320,71225160,8
8441,32,2,8440,16882,71242040,6
8442,33,3,8441,42210,71258922,9
8443,32,2,8442,16886,71275806,5
8444,32,2,8443,25332,71292692,7
8445,33,2,8444,16890,71309580,7
8446,32,3,8445,25338,71326470,7
8447,32,2,8446,16894,71343362,5
8448,33,2,8447,42240,71360256,9
8449,33,2,8448,16898,71377152,6
8450,33,2,8449,25350,71394050,8
8451,32,2,8450,16902,71410950,6
8452,32,2,8451,25356,71427852,7
8453,32,2,8452,16906,71444756,5
8454,32,2,8453,42270,71461662,8
8455,33,2,8454,16910,71478570,6
8456,33,2,8455,25368,71495480,8
8457,32,2,8456,16914,71512392,6
8458,32,2,8457,25374,71529306,6
8459,32,2,8458,16918,71546222,6
8460,33,3,8459,59220,71563140,9
8461,32,2,8460,16922,71580060,5
8462,32,2,8461,25386,71596982,7
8463,33,2,8462,16926,71613906,8
8464,33,2,8463,25392,71630832,7
8465,32,2,8464,16930,71647760,6
8466,33,3,8465,42330,71664690,8
8467,32,2,8466,16934,71681622,5
8468,33,2,8467,25404,71698556,7
8469,32,2,8468,16938,71715492,6
8470,33,2,8469,25410,71732430,9
8471,32,2,8470,16942,71749370,5
8472,33,2,8471,42360,71766312,8
8473,32,2,8472,16946,71783256,5
8474,32,2,8473,25422,71800202,7
8475,33,2,8474,16950,71817150,7
8476,33,2,8475,25428,71834100,7
8477,32,2,8476,16954,71851052,6
8478,33,2,8477,42390,71868006,8
8479,32,2,8478,16958,71884962,5
8480,33,2,8479,25440,71901920,8
8481,33,2,8480,16962,71918880,7
8482,32,2,8481,25446,71935842,7
8483,32,2,8482,16966,71952806,6
8484,33,2,8483,42420,71969772,9
8485,32,2,8484,16970,71986740,6
8486,32,2,8485,25458,72003710,7
8487,33,2,8486,16974,72020682,7
8488,32,2,8487,25464,72037656,7
8489,32,2,8488,16978,72054632,6
8490,33,2,8489,59430,72071610,9
8491,32,2,8490,16982,72088590,6
8492,33,2,8491,25476,72105572,7
8493,33,2,8492,16986,72122556,7
8494,32,2,8493,25482,72139542,7
8495,32,2,8494,16990,72156530,6
8496,33,2,8495,42480,72173520,8
8497,32,2,8496,16994,72190512,5
8498,32,2,8497,25494,72207506,7
8499,32,2,8498,16998,72224502,6
8500,33,3,8499,25500,72241500,8
